INFO 2025-03-18 06:38:05,607 autoreload Watching for file changes with StatReloader
INFO 2025-03-18 07:33:59,359 auth_views Logout attempt with headers: {'Content-Length': '0', 'Content-Type': 'text/plain', 'Host': '127.0.0.1:8000', 'Connection': 'keep-alive', 'Sec-Ch-Ua': '"Chromium";v="128", "Not;A=Brand";v="24", "YaBrowser";v="24.10", "Yowser";v="2.5"', 'Dnt': '1', 'Sec-Ch-Ua-Mobile': '?0', 'X-Csrftoken': 'sC6fbt7Z5XndNkeSP8fvUcJFzVJGiPsE', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 YaBrowser/24.10.0.0 Safari/537.36', 'Sec-Ch-Ua-Platform': '"Linux"', 'Accept': '*/*', 'Origin': 'http://127.0.0.1:8000', 'Sec-Fetch-Site': 'same-origin', 'Sec-Fetch-Mode': 'cors', 'Sec-Fetch-Dest': 'empty', 'Referer': 'http://127.0.0.1:8000/chat/', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept-Language': 'ru,en;q=0.9', 'Cookie': 'csrftoken=sC6fbt7Z5XndNkeSP8fvUcJFzVJGiPsE; sessionid=yx2qbuv0spit9bhcenaxmlm6k3uq5s9w'}
INFO 2025-03-18 07:33:59,359 auth_views CSRF Cookie: sC6fbt7Z5XndNkeSP8fvUcJFzVJGiPsE
INFO 2025-03-18 07:33:59,404 auth_views Auth token deleted for user tima_holl
INFO 2025-03-18 07:33:59,409 auth_views User tima_holl@mail.ru logged out successfully from IP 127.0.0.1
INFO 2025-03-18 07:33:59,409 basehttp "POST /logout/ HTTP/1.1" 302 0
INFO 2025-03-18 07:33:59,410 captcha Generated CAPTCHA text: JM4LT
INFO 2025-03-18 07:33:59,443 auth_views Generated CAPTCHA for login form: JM4LT$_
INFO 2025-03-18 07:33:59,449 basehttp "GET /login/ HTTP/1.1" 200 89989
INFO 2025-03-18 07:33:59,454 captcha Generated CAPTCHA text: HM9QG
INFO 2025-03-18 07:33:59,489 auth_views Generated CAPTCHA for login form: HM9QG$_
INFO 2025-03-18 07:33:59,495 basehttp "GET /login/ HTTP/1.1" 200 90869
INFO 2025-03-18 07:34:02,241 captcha Generated CAPTCHA text: E8W4C
INFO 2025-03-18 07:34:02,276 auth_views Generated CAPTCHA for signup form: E8W4C$_
INFO 2025-03-18 07:34:02,282 basehttp "GET /signup/ HTTP/1.1" 200 93633
INFO 2025-03-18 07:34:04,489 captcha Generated CAPTCHA text: BFURK
INFO 2025-03-18 07:34:04,523 auth_views Generated CAPTCHA for login form: BFURK$_
INFO 2025-03-18 07:34:04,568 basehttp "GET /login/ HTTP/1.1" 200 91189
INFO 2025-03-18 07:34:07,840 auth_views Login CAPTCHA check: input='dsad', stored='BFURK$_'
INFO 2025-03-18 07:34:07,840 captcha CAPTCHA verification: input='DSAD', stored='BFURK$_'
INFO 2025-03-18 07:34:07,840 captcha CAPTCHA validation result: False
WARNING 2025-03-18 07:34:07,840 auth_views Failed CAPTCHA attempt from IP 127.0.0.1
INFO 2025-03-18 07:34:07,840 captcha Generated CAPTCHA text: AFY63
INFO 2025-03-18 07:34:07,880 basehttp "POST /login/ HTTP/1.1" 200 92136
INFO 2025-03-18 07:34:14,103 auth_views Login CAPTCHA check: input='dsada', stored='AFY63$_'
INFO 2025-03-18 07:34:14,103 captcha CAPTCHA verification: input='DSADA', stored='AFY63$_'
INFO 2025-03-18 07:34:14,103 captcha CAPTCHA validation result: False
WARNING 2025-03-18 07:34:14,103 auth_views Failed CAPTCHA attempt from IP 127.0.0.1
INFO 2025-03-18 07:34:14,103 captcha Generated CAPTCHA text: LTZJW
INFO 2025-03-18 07:34:14,143 basehttp "POST /login/ HTTP/1.1" 200 91820
INFO 2025-03-18 08:01:48,245 auth_views Login CAPTCHA check: input='dsada', stored='LTZJW$_'
INFO 2025-03-18 08:01:48,245 captcha CAPTCHA verification: input='DSADA', stored='LTZJW$_'
INFO 2025-03-18 08:01:48,245 captcha CAPTCHA validation result: False
WARNING 2025-03-18 08:01:48,245 auth_views Failed CAPTCHA attempt from IP 127.0.0.1
INFO 2025-03-18 08:01:48,245 captcha Generated CAPTCHA text: HQT38
INFO 2025-03-18 08:01:48,328 basehttp "POST /login/ HTTP/1.1" 200 91920
INFO 2025-03-18 08:01:48,340 basehttp "GET /static/js/csrf.js HTTP/1.1" 304 0
INFO 2025-03-18 08:01:48,341 basehttp "GET /static/js/logout.js HTTP/1.1" 304 0
INFO 2025-03-18 08:01:48,341 basehttp "GET /static/js/auth.js HTTP/1.1" 200 3124
INFO 2025-03-18 08:01:57,499 auth_views Login CAPTCHA check: input='HQT38$_', stored='HQT38$_'
INFO 2025-03-18 08:01:57,499 captcha CAPTCHA verification: input='HQT38$_', stored='HQT38$_'
INFO 2025-03-18 08:01:57,499 captcha CAPTCHA validation result: True
INFO 2025-03-18 08:01:59,204 auth_views User tima_holl@mail.ru logged in successfully from IP 127.0.0.1
INFO 2025-03-18 08:01:59,209 basehttp "POST /login/ HTTP/1.1" 302 0
INFO 2025-03-18 08:01:59,244 basehttp "GET /chat/ HTTP/1.1" 200 14725
INFO 2025-03-18 08:01:59,412 basehttp "GET /api/conversations/1/messages/?t=1742284919390 HTTP/1.1" 200 1503
INFO 2025-03-18 08:01:59,424 basehttp "GET /api/conversations/1/messages/?t=1742284919389 HTTP/1.1" 200 1503
INFO 2025-03-18 08:02:02,187 basehttp "GET /api/conversations/2/messages/?t=1742284922178 HTTP/1.1" 200 477
INFO 2025-03-18 08:02:02,813 basehttp "GET /api/conversations/1/messages/?t=1742284922765 HTTP/1.1" 200 1503
INFO 2025-03-18 08:08:29,978 basehttp "GET /api/conversations/2/messages/?t=1742285309927 HTTP/1.1" 200 477
INFO 2025-03-18 08:30:26,973 basehttp "GET /chat/ HTTP/1.1" 200 14725
INFO 2025-03-18 08:30:26,987 basehttp "GET /static/css/styles.css HTTP/1.1" 304 0
INFO 2025-03-18 08:30:26,988 basehttp "GET /static/js/logout.js HTTP/1.1" 304 0
INFO 2025-03-18 08:30:26,988 basehttp "GET /static/js/csrf.js HTTP/1.1" 304 0
INFO 2025-03-18 08:30:26,989 basehttp "GET /static/js/auth.js HTTP/1.1" 304 0
INFO 2025-03-18 08:30:26,989 basehttp "GET /static/js/chat.js HTTP/1.1" 304 0
INFO 2025-03-18 08:30:27,121 basehttp "GET /static/images/favicon.svg HTTP/1.1" 304 0
INFO 2025-03-18 08:30:27,164 basehttp "GET /api/conversations/2/messages/?t=1742286627114 HTTP/1.1" 200 477
INFO 2025-03-18 08:30:27,206 basehttp "GET /api/conversations/2/messages/?t=1742286627115 HTTP/1.1" 200 477
INFO 2025-03-18 08:30:40,376 basehttp "GET /chat/ HTTP/1.1" 200 14725
INFO 2025-03-18 08:30:40,495 basehttp "GET /api/conversations/2/messages/?t=1742286640476 HTTP/1.1" 200 477
INFO 2025-03-18 08:30:40,509 basehttp "GET /api/conversations/2/messages/?t=1742286640477 HTTP/1.1" 200 477
INFO 2025-03-18 08:31:20,471 basehttp "GET /api/conversations/2/messages/?t=1742286640477 HTTP/1.1" 200 477
WARNING 2025-03-18 08:31:42,769 log Unauthorized: /api/conversations/2/messages/
WARNING 2025-03-18 08:31:42,769 basehttp "GET /api/conversations/2/messages/?t=1742286640477 HTTP/1.1" 401 0
INFO 2025-03-18 08:31:58,062 basehttp "GET /api/conversations/2/messages/?t=1742286640477 HTTP/1.1" 200 477
WARNING 2025-03-18 08:32:17,308 log Unauthorized: /api/conversations/2/messages/
WARNING 2025-03-18 08:32:17,309 basehttp "GET /api/conversations/2/messages/?t=1742286640477 HTTP/1.1" 401 0
INFO 2025-03-18 08:32:35,577 basehttp "GET /api/conversations/2/messages/?t=1742286640477 HTTP/1.1" 200 477
WARNING 2025-03-18 08:32:42,364 log Unauthorized: /api/conversations/2/messages/
WARNING 2025-03-18 08:32:42,364 basehttp "GET /api/conversations/2/messages/?t=1742286640477 HTTP/1.1" 401 0
INFO 2025-03-18 08:32:47,263 basehttp "GET /api/conversations/2/messages/?t=1742286640477 HTTP/1.1" 200 477
INFO 2025-03-18 08:33:01,433 basehttp "GET /api/conversations/2/messages/?t=1742286640477 HTTP/1.1" 200 477
INFO 2025-03-18 08:33:05,300 basehttp "GET /api/conversations/2/messages/?t=1742286640477 HTTP/1.1" 200 477
INFO 2025-03-18 08:33:48,535 autoreload Watching for file changes with StatReloader
WARNING 2025-03-18 08:33:55,865 base Session data corrupted
WARNING 2025-03-18 08:33:55,911 log Unauthorized: /api/conversations/2/messages/
WARNING 2025-03-18 08:33:55,911 basehttp "GET /api/conversations/2/messages/?t=1742286640477 HTTP/1.1" 401 0
INFO 2025-03-18 08:34:05,811 basehttp "GET /chat/ HTTP/1.1" 302 0
INFO 2025-03-18 08:34:05,814 captcha Generated CAPTCHA text: SUEHB
INFO 2025-03-18 08:34:05,852 auth_views Generated CAPTCHA for login form: SUEHB$_
INFO 2025-03-18 08:34:05,860 basehttp "GET /login/ HTTP/1.1" 200 90177
INFO 2025-03-18 08:34:05,879 basehttp "GET /static/css/styles.css HTTP/1.1" 200 4133
INFO 2025-03-18 08:34:05,879 basehttp "GET /static/js/csrf.js HTTP/1.1" 200 2791
INFO 2025-03-18 08:34:05,880 basehttp "GET /static/js/logout.js HTTP/1.1" 200 2621
INFO 2025-03-18 08:34:05,880 basehttp "GET /static/js/auth.js HTTP/1.1" 200 3124
INFO 2025-03-18 08:34:15,489 auth_views Login CAPTCHA check: input='suehb$_', stored='SUEHB$_'
INFO 2025-03-18 08:34:15,489 captcha CAPTCHA verification: input='SUEHB$_', stored='SUEHB$_'
INFO 2025-03-18 08:34:15,489 captcha CAPTCHA validation result: True
INFO 2025-03-18 08:34:15,703 auth_views User tima_holl@mail.ru logged in successfully from IP 127.0.0.1
INFO 2025-03-18 08:34:15,708 basehttp "POST /login/ HTTP/1.1" 302 0
INFO 2025-03-18 08:34:15,742 basehttp "GET /chat/ HTTP/1.1" 200 14725
INFO 2025-03-18 08:34:15,899 basehttp "GET /api/conversations/2/messages/?t=1742286855889 HTTP/1.1" 200 477
INFO 2025-03-18 08:34:15,908 basehttp "GET /api/conversations/2/messages/?t=1742286855889 HTTP/1.1" 200 477
INFO 2025-03-18 08:34:40,719 basehttp "GET /api/conversations/2/messages/?t=1742286855889 HTTP/1.1" 200 477
INFO 2025-03-18 08:34:48,359 basehttp "GET /api/conversations/2/messages/?t=1742286855889 HTTP/1.1" 200 477
WARNING 2025-03-18 08:35:08,511 log Unauthorized: /api/conversations/2/messages/
WARNING 2025-03-18 08:35:08,511 basehttp "GET /api/conversations/2/messages/?t=1742286855889 HTTP/1.1" 401 0
